"","gradu2020","skilled2020","service2020","manu2020","enov2020","young2020","V7","V8"
"1",0.53285431,0.187399407,0.380678383,0.092931053,0.133503962,0.84,1.09505115366091,1.061135884339
"2",0.42308521,0.130704823,0.386377229,0.164787852,0.065624889,0.81,1.02531488067791,0.984799886804
"3",0.397275048,0.130367016,0.369085809,0.19924816,0.064630693,0.83,1.03624203473745,0.985287787848
"4",0.32216439,0.12477692,0.340558666,0.208925277,0.066234005,0.86,1.01057263367088,0.954595874007
"5",0.458161411,0.140782628,0.398633903,0.150058278,0.074305444,0.86,1.07952702292439,1.039688452508
"6",0.48197287,0.17499539,0.396358781,0.126219457,0.103423911,0.86,1.09336046552466,1.056346526647
"7",0.324718442,0.114872468,0.316818691,0.342805208,0.054444116,0.87,1.07260555828474,0.982573446064
"8",0.454663449,0.187264365,0.358181967,0.199042024,0.101212566,0.89,1.12583636710335,1.06568960989
"9",0.537819273,0.204113293,0.366009044,0.129046167,0.114253865,0.86,1.12602908994175,1.080230544671
"10",0.316695812,0.131645163,0.39941759,0.112261441,0.07623751,0.85,0.973733647238414,0.949433957807
"11",0.460268852,0.183524221,0.346933624,0.167718358,0.113596855,0.86,1.09095605075091,1.037294662026
"12",0.322855971,0.136736557,0.355696226,0.196574503,0.079861241,0.86,1.01421661890354,0.963012505995
"13",0.389618093,0.164015217,0.344601241,0.175864602,0.090453645,0.86,1.04656578272225,0.994522440764
"14",0.319085831,0.102092676,0.293581047,0.310320049,0.047547533,0.88,1.05003748155302,0.963530038033
"15",0.240284801,0.093206055,0.37421763,0.188975123,0.043698933,0.79,0.9053224927973,0.867666755011
"16",0.281377106,0.112810569,0.311690055,0.306167149,0.059124217,0.89,1.04333016787631,0.961451224055
"17",0.478333286,0.169671341,0.37895656,0.112827407,0.100828709,0.86,1.07829760538499,1.041746034337
"18",0.724098611,0.255855322,0.357848707,0.096477637,0.161725717,0.86,1.23170987494788,1.181948991165
"19",0.374171812,0.158540544,0.382215525,0.112353869,0.093311355,0.86,1.01701264030888,0.986030165919
"20",0.369130948,0.138699437,0.369784665,0.13371658,0.076238295,0.86,1.01362354283166,0.976697530192
"21",0.300565032,0.129565661,0.293016808,0.342880247,0.054220198,0.9,1.07669384767718,0.981891146313
"22",0.290994007,0.12163851,0.289625237,0.333277493,0.05610093,0.91,1.071048425364,0.977857997913
"23",0.432688699,0.187351769,0.346949016,0.213991799,0.091128061,0.87,1.1022915424076,1.039166548051
"24",0.475363358,0.181991778,0.347956964,0.167993415,0.120089364,0.86,1.10042052466059,1.046150654633
"25",0.481282316,0.180498728,0.367073294,0.104828845,0.107167235,0.87,1.08322589104716,1.045543456875
"26",0.583954801,0.208108963,0.358132594,0.164570454,0.113560373,0.87,1.17446347634229,1.116789811116
"27",0.342287068,0.130542183,0.323457754,0.238789709,0.063976082,0.86,1.03244317691524,0.966033262099
"28",0.286842655,0.124635679,0.294172753,0.297828772,0.041940592,0.86,1.01694925113999,0.93543901121
"29",0.34003278,0.112499564,0.307739888,0.304647178,0.03599712,0.82,1.02228687822029,0.941626479174
"30",0.434929075,0.158480474,0.31863435,0.217557368,0.077432737,0.88,1.09516086234717,1.026760841722
"31",0.418787536,0.187722855,0.282958063,0.345931443,0.08099041,0.91,1.16633152668748,1.061884102713
"32",0.328277426,0.137881767,0.330971069,0.202186414,0.067339384,0.87,1.01827378555446,0.961133535326
"33",0.274414173,0.102073265,0.336558179,0.212471739,0.049152602,0.84,0.962615715131496,0.909088379379
"34",0.221821992,0.075942888,0.29437927,0.290782519,0.031146062,0.8,0.92248719361585,0.849901456229
"35",0.272726061,0.092863904,0.349249896,0.160247951,0.04037019,0.78,0.895060663601429,0.858914253967
"36",0.249076726,0.085103317,0.304981314,0.106532949,0.025970954,0.74,0.811814616030178,0.784027837671
"37",0.321199143,0.10961617,0.480548813,0.06853425,0.039711435,0.74,0.891137344400977,0.896525561524
"38",0.396589732,0.132944676,0.397744864,0.06021978,0.063793598,0.74,0.915208107718294,0.904861697324
"39",0.446887361,0.138341792,0.454781411,0.066867252,0.062379468,0.82,1.01888037599977,1.009629988066
"40",0.400236287,0.131733773,0.395194104,0.129712922,0.078047845,0.85,1.02789278419383,0.995291408852
"41",0.420336299,0.128578559,0.444164661,0.065054373,0.055932188,0.79,0.976141730971123,0.968668839077
"42",0.315280417,0.093719673,0.401182297,0.096044553,0.03277566,0.8,0.915330824780831,0.899061533893
"43",0.288663515,0.097267838,0.523848497,0.059155186,0.034647388,0.75,0.883791996482466,0.899532531232
"44",0.331222593,0.093597614,0.471003266,0.054108169,0.042714466,0.81,0.932037194470188,0.935119378997
"45",0.383484582,0.08570238,0.414184906,0.067186939,0.033548619,0.75,0.906794626744608,0.898961920873
"46",0.272914877,0.071257265,0.332345529,0.066109065,0.034979367,0.74,0.8113577246772,0.796175619169
"47",0.264902249,0.069880508,0.307776801,0.113137083,0.028207381,0.7,0.79366023846664,0.766637905227
"48",0.270618134,0.085792753,0.302877771,0.078198088,0.029235306,0.7,0.782617892189372,0.761996104492
"49",0.267866814,0.069655829,0.357538462,0.046295858,0.040331361,0.72,0.792685050401445,0.787311919666
"50",0.234651361,0.072066327,0.444913727,0.048982745,0.030955447,0.72,0.799172032036495,0.808947379817
"51",0.251364279,0.078589234,0.276891904,0.066117523,0.026429389,0.77,0.8049227673543,0.779975429179
"52",0.267352959,0.064234543,0.261320685,0.025642926,0.019343363,0.77,0.785412487387153,0.76664699318
"53",0.249052625,0.069660922,0.259249809,0.033171727,0.025516713,0.79,0.794306225467941,0.773049184399
"54",0.283547366,0.072631677,0.337884164,0.037709749,0.030733145,0.79,0.839379169782118,0.828252349171
"55",0.281687654,0.068082853,0.39923929,0.052382223,0.022287468,0.7,0.798127763772924,0.798915167853
"56",0.322655056,0.091000836,0.423724157,0.043821691,0.031595577,0.7,0.830697546974988,0.834971607161
"57",0.379905548,0.111806529,0.363795231,0.206795601,0.042643654,0.8,1.00015683197309,0.949724142835
"58",0.323371767,0.112281247,0.367158782,0.15680942,0.033486746,0.78,0.930347413191855,0.895315246006
"59",0.387076085,0.145160076,0.348084797,0.278761646,0.056801514,0.87,1.09298915070364,1.018913452552
"60",0.212785051,0.071790541,0.24051914,0.157349527,0.024944931,0.65,0.732395086760689,0.689601751227
"61",0.226963801,0.091807388,0.28378487,0.171798376,0.030910845,0.7,0.799717816523246,0.756880799038
"62",0.295259734,0.081483011,0.274641106,0.098433123,0.032212885,0.68,0.783787490061762,0.754114399517
"63",0.279294418,0.085866362,0.253562476,0.422303019,0.031796933,0.84,1.03663050893852,0.923097722377
"64",0.328954261,0.080248078,0.262271948,0.130228808,0.022376777,0.67,0.805749191133738,0.766167822278
"65",0.249564613,0.089107906,0.244078328,0.372735831,0.032592732,0.79,0.959830478594324,0.859792290743
"66",0.246753603,0.075168154,0.334024609,0.109912899,0.019563114,0.69,0.782410718721555,0.761721549019
"67",0.299647474,0.087348218,0.288236502,0.291161979,0.032385547,0.83,0.988047623992299,0.909037345625
"68",0.380552927,0.134750028,0.332957286,0.327452191,0.052713885,0.89,1.11925481367331,1.031312306991
"69",0.363079409,0.115066481,0.358524754,0.156395689,0.039448104,0.73,0.916926660205904,0.881431650833
"70",0.253968007,0.09607327,0.319451317,0.12390887,0.048514479,0.74,0.833066856960357,0.803036484136
"71",0.348314428,0.12338715,0.291544992,0.382243497,0.039016006,0.87,1.09739310876406,0.993408072003
"72",0.286604572,0.102625379,0.283229647,0.267275403,0.043068656,0.81,0.959332954800543,0.886060237873
"73",0.28755307,0.087863064,0.30446264,0.162980292,0.037767617,0.73,0.85591878098368,0.814092926228
"74",0.494562479,0.115317717,0.360651565,0.081343853,0.040875541,0.88,1.05862050291606,1.026174940473
"75",0.262988738,0.085976395,0.27366118,0.281346483,0.036693987,0.81,0.945260030359701,0.868762479429
"76",0.286186128,0.0783628,0.255459352,0.160255919,0.023867903,0.69,0.80802444440792,0.761451227521
"77",0.236652047,0.079470547,0.280335895,0.085368121,0.029623203,0.65,0.724771385973214,0.703249401637
"78",0.249671619,0.07621842,0.291642154,0.120288661,0.038514335,0.63,0.738811833379247,0.711815151041
"79",0.196660687,0.083786394,0.224662354,0.121098627,0.026898195,0.64,0.697734898180364,0.661436976667
"80",0.338499729,0.115430843,0.310713679,0.122813968,0.050332975,0.76,0.896028109241907,0.859555953854
"81",0.275129278,0.080283625,0.243094188,0.163245732,0.032634759,0.68,0.794704403021306,0.746342176712
"82",0.272406828,0.089904551,0.313252649,0.045520231,0.044827794,0.69,0.76723199945122,0.755785917957
"83",0.490767829,0.155211007,0.431069628,0.123604511,0.079024593,0.85,1.09138560911745,1.061473011847
"84",0.36476483,0.108894805,0.365381876,0.194380689,0.047059755,0.81,0.993041231192436,0.945768496815
"85",0.380736885,0.111092099,0.355713547,0.204515999,0.050359227,0.8,0.998249257812633,0.946895771059
"86",0.264092289,0.094100834,0.309540958,0.141844509,0.039251734,0.72,0.828881002426683,0.794034775969
"87",0.269432236,0.089569912,0.315259105,0.099934734,0.037462472,0.72,0.811896589622338,0.78721643475
"88",0.255885343,0.079873958,0.288597428,0.137410401,0.030527172,0.68,0.783884068885256,0.749577693033
"89",0.386081894,0.118415597,0.310736437,0.203546781,0.05145453,0.77,0.969324285726694,0.912106753363
"90",0.273942476,0.076286038,0.241072108,0.064189446,0.026802711,0.65,0.723134479539461,0.69840282303
"91",0.252415373,0.07750662,0.387573077,0.046244941,0.023834508,0.66,0.750423846588836,0.753949675149
"92",0.262183159,0.074393785,0.326069213,0.055174665,0.024649037,0.66,0.742255478496581,0.733404610413
"93",0.243947152,0.06789304,0.260732459,0.080556153,0.021285745,0.64,0.710042680927571,0.686974564651
"94",0.259704396,0.068095522,0.245493499,0.108599291,0.022828014,0.66,0.742173077114168,0.708551326269
"95",0.255851673,0.086980028,0.270694195,0.05281838,0.031255963,0.66,0.726047552917064,0.708647383902
"96",0.244581241,0.074582861,0.280158955,0.093264669,0.026357406,0.67,0.745095455983424,0.720479149425
"97",0.325638265,0.12518539,0.39820913,0.14884603,0.053452473,0.83,0.977190556738725,0.94563817572
"98",0.272686314,0.101340749,0.360331633,0.165261104,0.051770708,0.8,0.918165005653819,0.881293500284
"99",0.350778356,0.130357264,0.391308859,0.126498121,0.055692675,0.84,0.987002216306241,0.957519794299
"100",0.376274003,0.103770845,0.281463724,0.111771134,0.063315237,0.77,0.909632342966826,0.868737173784
"101",0.245109034,0.095211393,0.312313067,0.240054525,0.038246738,0.87,0.970146733013203,0.906448216979
"102",0.292909985,0.073377934,0.274468793,0.113847031,0.038503589,0.69,0.795769710249237,0.762279905351
"103",0.246749637,0.07788518,0.260491647,0.08766807,0.025736792,0.64,0.718054774042885,0.692971525296
"104",0.252940983,0.080996474,0.282232399,0.063494528,0.024295583,0.65,0.723408094361095,0.70638853907
"105",0.191539924,0.068351949,0.246010638,0.058088998,0.027893098,0.59,0.632390649856474,0.61690775719
"106",0.204151702,0.063834113,0.270372526,0.047487388,0.027599922,0.61,0.653852383140866,0.643146103804
"107",0.295129518,0.097914092,0.311107513,0.102623057,0.042389896,0.73,0.836038651648816,0.808163365467
"108",0.226216129,0.078492504,0.258154506,0.068669528,0.035783262,0.66,0.712262214900919,0.690719106282
"109",0.248098184,0.078608378,0.245582734,0.064230216,0.03505036,0.65,0.711809708681774,0.688797719976
"110",0.197724656,0.072989267,0.241143658,0.068689583,0.032796939,0.68,0.70361572216427,0.679618069533
"111",0.254232518,0.071423281,0.234766525,0.207266001,0.025546172,0.73,0.833246286789036,0.772163331511
"112",0.389366432,0.130437199,0.303102172,0.102362205,0.046247984,0.8,0.943047021286507,0.905194423051
"113",0.224707369,0.07160521,0.211396717,0.08169712,0.022112109,0.63,0.680088213863882,0.650048125554
"114",0.247574408,0.088086868,0.288155615,0.07260986,0.033115451,0.71,0.770968617489982,0.749575566612
"115",0.266501909,0.066394939,0.262875426,0.156672515,0.019042213,0.7,0.800682211116151,0.756749648155
"116",0.1944727,0.07851318,0.257417537,0.047032985,0.02527764,0.67,0.689216209908733,0.673365666543
"117",0.208455138,0.071115359,0.235453867,0.034082422,0.028922534,0.67,0.683369184722587,0.666329338918
"118",0.17617866,0.068947182,0.173439003,0.019835998,0.01772871,0.63,0.611183211352862,0.591030671494
"119",0.32148703,0.11791931,0.367480285,0.212144993,0.048492965,0.82,0.98733955666836,0.937602396447
"120",0.340193016,0.100024025,0.359039086,0.233701745,0.040032551,0.77,0.965664555191017,0.912131159003
"121",0.331274022,0.125697596,0.286927695,0.168355007,0.059656262,0.77,0.918064388885535,0.867000038501
"122",0.35727501,0.123002365,0.350811781,0.054580143,0.047397561,0.75,0.879357138948747,0.864232221781
"123",0.275185163,0.104758769,0.294492496,0.405380634,0.036285751,0.9,1.08437132931609,0.977720360532
"124",0.289888775,0.095956428,0.302614538,0.107515784,0.041929739,0.73,0.832541446597223,0.802470850898
"125",0.260629769,0.071404779,0.259307014,0.216839606,0.027752195,0.72,0.841760556832364,0.782771832116
"126",0.308076477,0.09073635,0.268596398,0.100951873,0.035859353,0.69,0.80014933092729,0.767576951417
"127",0.273461706,0.092882881,0.317837838,0.108293436,0.034409266,0.7,0.805421850104025,0.78017884794
"128",0.437760752,0.112321003,0.347571753,0.228677563,0.04664112,0.83,1.05989576488491,0.997678751137
"129",0.214324345,0.066986016,0.231014438,0.090474405,0.027751734,0.59,0.656157190021469,0.630028160977
"130",0.206236493,0.058551114,0.195163343,0.05245497,0.028078837,0.58,0.614333020868734,0.591936201184
"131",0.237740729,0.058229352,0.272684815,0.026287697,0.017347211,0.62,0.667027775709791,0.659638373069
"132",0.216529103,0.065494694,0.161462699,0.03394803,0.019383906,0.62,0.629656315628635,0.603220516588
"133",0.205304397,0.076229083,0.311428389,0.058767289,0.033271719,0.62,0.6822419923775,0.674769831545
"134",0.270158598,0.073163606,0.266865502,0.085735928,0.026416702,0.62,0.717133966360254,0.693669739212
"135",0.208435318,0.069461263,0.23914546,0.183726045,0.022683003,0.68,0.762116062350301,0.711838481627
"136",0.208325541,0.053409133,0.197557907,0.127883674,0.025865685,0.68,0.720042498350834,0.675768115508
"137",0.227192257,0.07404821,0.273802767,0.359223129,0.027829017,0.84,0.979368101933448,0.885810707637
"138",0.31370006,0.106506817,0.270464197,0.05934251,0.040306048,0.7,0.795135364349954,0.770971990858
"139",0.231040072,0.067177108,0.199905871,0.075126485,0.024532298,0.63,0.676523007282003,0.645864048827
"140",0.290443279,0.103360946,0.315252908,0.048533961,0.03681436,0.72,0.802064530318738,0.787643850977
"141",0.251183693,0.093411444,0.298055348,0.029356769,0.032722513,0.74,0.776857146996803,0.764820065385
"142",0.44900109,0.147427114,0.382602266,0.145425541,0.064503546,0.83,1.04705952814907,1.007671643003
"143",0.246015874,0.089192007,0.342190764,0.161174286,0.049597189,0.8,0.892943450261022,0.855494846526
"144",0.29713231,0.11547322,0.307738859,0.212983679,0.035961856,0.78,0.927219142364494,0.871043601837
"145",0.334490658,0.118452513,0.314085568,0.311958553,0.047436873,0.89,1.07602980722705,0.990920170711
"146",0.309469593,0.098111546,0.300291604,0.141326799,0.039650075,0.71,0.845481050960548,0.807696034539
"147",0.273907937,0.113002478,0.316509308,0.396486206,0.055176108,0.89,1.08351497409754,0.982633940004
"148",0.347559628,0.119465036,0.3457317,0.283981178,0.042408603,0.86,1.05749366387225,0.984881161034
"149",0.350502557,0.122426153,0.335288986,0.294414593,0.054747695,0.85,1.05691291785416,0.980478434629
"150",0.231608612,0.071959891,0.236168714,0.136473902,0.031457861,0.63,0.718829304941845,0.680167752762
"151",0.267150014,0.094276905,0.274376489,0.293884035,0.027545671,0.75,0.912996168176593,0.836851546417
"152",0.231910773,0.074587591,0.275216091,0.183061097,0.024517698,0.69,0.793468858669049,0.747492653589
"153",0.281687654,0.068082853,0.270477546,0.150577166,0.028265338,0.7,0.810167922009962,0.768014345554
"154",0.244238289,0.087652883,0.310945617,0.037971774,0.029421229,0.62,0.695981547348721,0.69115563028
"155",0.242959258,0.081782721,0.285074081,0.064843607,0.033199195,0.65,0.720829169694432,0.704288530709
"156",0.277011379,0.074564495,0.271431228,0.090931631,0.026591459,0.63,0.732020830991782,0.707257599627
"157",0.281585286,0.08219838,0.257402597,0.088311688,0.033558442,0.66,0.752986618409324,0.724436142744
"158",0.26599287,0.098797352,0.295548923,0.102160654,0.038800934,0.72,0.80793400457964,0.779491214578
"159",0.234838923,0.0803625,0.254356035,0.063509394,0.028388153,0.6,0.671401375628379,0.653344310428
"160",0.389648132,0.130496454,0.430002318,0.045247891,0.058309462,0.86,0.994651218050402,0.986751917369
"161",0.335885019,0.093858019,0.390029207,0.030271378,0.041730894,0.8,0.893374269952118,0.888949243916
